OBJECTID_1;Nome da Base;Município;UF;Razão Social;Latitude;Longitude;Capaciade (m3);x;y
489;ALESAT - BASE - LUIS EDUARDO MAGALHAES/BA;LUIS EDUARDO MAGALHAES;BA;ALESAT COMBUSTÍVEIS S. A.;-12.089435;-45.75965333;3109.78;-45.759653329999935;-12.08943499999998
490;BR- BASE CRUZEIRO DO SUL - AC II;CRUZEIRO DO SUL;AC;VIBRA ENERGIA S.A.;-7.6172934;-72.6498871;30662.52;-72.64988709999994;-7.617293399999937
491;ALESAT - BASE - GOIANIA/GO;GOIANIA;GO;ALESAT COMBUSTÍVEIS S. A.;-16.6717803;-49.20025902;4144;-49.200259019999976;-16.671780299999966
492;IPIRANGA PRODUTOS DE PETRÓLEO - PAULÍNIA/SP;PAULINIA;SP;IPIRANGA PRODUTOS DE PETRÓLEO S.A;-22.72476643;-47.14772213;116082;-47.14772212999998;-22.72476642999993
493;BASE DE PORTO NACIONAL;PORTO NACIONAL;TO;RAIZEN COMBUSTÍVEIS S.A.;-10.21414077;-48.5518958;13764.99;-48.551895799999954;-10.214140769999972
494;VIBRA ENERGIA S.A.;OURINHOS;SP;VIBRA ENERGIA S.A.;-23.00343333;-49.88719;3773;-49.887189999999975;-23.00343332999995
495;DIBRAPE - BASE - GUARAMIRIM/SC;GUARAMIRIM;SC;DIBRAPE DISTRIBUIDORA BRASILEIRA DE PETRÓLEO LTDA.;-26.45365565;-48.9101862;5605.5;-48.91018619999994;-26.453655649999973
496;SABBÁ - CONDOMÍNIO - PORTO VELHO/RO;PORTO VELHO;RO;PETRÓLEO SABBÁ S.A.;-8.70800167;-63.91884;12254.6;-63.91883999999993;-8.70800166999993
497;RAIZEN MIME - BASE - JARAGUA DO SUL/SC;JARAGUA DO SUL;SC;RAIZEN MIME COMBUSTIVEIS S/A.;-26.46033333;-49.039315;840;-49.03931499999993;-26.46033332999997
498;VIBRA ENERGIA S.A.;DUQUE DE CAXIAS;RJ;VIBRA ENERGIA S.A.;-22.70717166;-43.28912249;74216.47;-43.289122489999954;-22.707171659999972
